0;54184;40856
1;13798;15171
2;36417;37648
3;4526;19816
4;23920;16855
5;47031;48274
6;49842;18836
7;50175;7183
8;27490;39253
9;23610;6602
10;12740;34658
11;19131;3177
12;17640;10039
13;27410;51169
14;39062;30295
15;28916;21822
16;2510;39770
17;23862;24071
18;14411;7938
19;46151;4468
20;6475;3464
21;44911;2738
22;27699;22466
23;54163;31062
24;27947;27793
25;37288;39493
26;34402;32786
27;27805;31946
28;25211;25055
29;5696;8159
30;12693;26795
31;44997;37370
32;52020;47446
33;13487;33195
34;25367;10583
35;11639;7996
36;35194;39088
37;53881;50781
38;38426;47040
39;12032;2557
40;19997;18981
41;41553;51892
42;6818;11393
43;24148;25480
44;35102;39519
45;53445;26773
46;2287;9671
47;25082;19212
48;2272;43767
49;35394;49128
50;42960;2088
51;30573;15191
52;25456;27520
53;35844;52851
54;35694;17210
55;7126;24782
56;29700;4848
57;47535;29413
58;48369;25850
59;2616;51855
60;4010;40804
61;45136;35700
62;50597;14384
63;42365;38603
64;18383;2193
65;41822;42197
66;39470;38618
67;52381;45640
68;37460;11150
69;5324;25108
70;43642;34557
71;41565;30672
72;4857;38993
73;5060;10474
74;23791;47622
75;48945;10062
76;499;42488
77;24501;1551
78;43837;36936
79;31528;34609
80;30363;32022
81;25730;54133
82;2080;19779
83;22769;37390
84;24020;5162
85;20627;23254
86;38104;33797
87;23580;27412
88;31696;34159
89;6071;39783
90;16856;18787
91;27096;8653
92;1892;42254
93;47397;39466
94;24828;12009
95;38368;5058
96;47106;39552
97;6410;21063
98;27494;48208
99;11655;11990
100;50042;36961
101;53871;38365
102;44005;43283
103;30150;32791
104;22946;19121
105;34598;52129
106;25689;4299
107;27843;22873
108;32251;32391
109;33280;35754
110;28518;27586
111;51114;33496
112;47244;46678
113;4874;27427
114;13674;48432
115;12750;28715
116;8901;43333
117;47654;40520
118;36605;2314
119;3009;24187
120;15333;36213
121;27210;24449
122;46630;4318
123;49961;7515
124;9820;28880
125;23983;7346
126;48079;30828
127;43736;45689
128;20756;531
129;43162;43162
130;36740;8382
131;29511;53603
132;41834;22038
133;27082;27113
134;25989;32988
135;8389;35883
136;3239;32349
137;30437;36655
138;24523;4973
139;36669;22311
140;18779;12434
141;35187;21726
142;28239;31640
143;5303;48691
144;31647;3297
145;32649;9032
146;27118;27815
147;5221;27806
148;2422;40766
149;26333;45306
150;19465;40401
151;45160;27962
152;31756;45596
153;44013;12194
154;30736;20613
155;31904;7876
156;45112;15236
157;48241;26810
158;3693;38594
159;3147;37912
160;7336;84
161;7660;13496
162;41777;20300
163;23974;3106
164;35925;50048
165;32737;28242
166;6203;26435
167;51766;29577
168;37140;21932
169;36127;21222
170;31689;35976
171;18338;7680
172;22823;21363
173;38793;51813
174;32705;49434
175;24980;10255
176;21662;35359
177;7033;46228
178;8035;53629
179;11912;5271
180;40976;4838
181;22666;42485
182;38695;46245
183;47484;27555
184;52866;40314
185;23092;18274
186;41335;31260
187;31983;25180
188;26979;24145
189;50082;23741
190;39327;38430
191;22237;13202
192;13446;13712
193;22392;26984
194;23326;24251
195;37659;20840
196;5415;40809
197;34565;39650
198;1379;29573
199;52856;46655
200;2726;10716
201;16913;37010
202;27353;52590
203;31565;44053
204;45681;50944
205;16944;43871
206;3002;44771
207;30732;2384
208;14757;10607
209;37422;33085
210;38562;493
211;12593;32434
212;53358;20137
213;49677;43654
214;8274;34381
215;8357;13434
216;49151;21870
217;31712;12157
218;47302;32114
219;47428;5736
220;48801;9810
221;23987;5416
222;23859;8423
223;32894;33528
224;12542;5472
225;19498;53029
226;11774;18010
227;45014;37905
228;37928;45970
229;28360;10953
230;44897;44465
231;51256;34761
232;17294;9590
233;46498;11333
234;6022;35491
235;42519;15898
236;41973;28922
237;23534;19126
238;8590;42210
239;9277;10907
240;7135;14482
241;50777;51357
242;1308;45564
243;24215;12010
244;329;8755
245;19411;17501
246;46380;9971
247;41381;9260
248;40107;36340
249;46409;2500
250;27437;42727
251;34327;27305
252;2439;51195
253;985;8171
254;2603;50679
255;12122;52967
256;46276;23979
257;33196;30246
258;12938;53414
259;26986;19042
260;5580;47273
261;24772;19914
262;1436;13192
263;16229;29375
264;29078;13727
265;21952;51209
266;28843;7277
267;44316;37628
268;6135;26337
269;53437;44210
270;14586;40789
271;10461;16795
272;8599;44460
273;51855;42066
274;16078;16892
275;14952;19000
276;22510;22786
277;44879;8312
278;33575;37399
279;14577;2916
280;40219;31414
281;1097;44257
282;20352;41187
283;39345;52191
284;21621;26025
285;11309;5153
286;47109;26977
287;43587;3109
288;48664;37700
289;1381;53001
290;25284;12109
291;47939;36981
292;11295;45449
293;10890;15153
294;2969;37728
295;15252;13110
296;35376;23712
297;40237;30885
298;18258;2352
299;41411;45173
300;52100;49535
301;17474;1696
302;32137;23540
303;52909;21794
304;47551;53756
305;10168;1872
306;47471;47825
307;147;32401
308;24389;29931
309;5731;49560
310;28247;42675
311;27877;42421
312;25421;6835
313;10003;16453
314;13594;34216
315;30802;7391
316;39886;22303
317;36020;41078
318;51889;47577
319;28277;10676
320;46445;7076
321;36072;18056
322;44608;52631
323;4463;5767
324;22186;52300
325;1301;30779
326;13425;17151
327;44555;50112
328;53568;53703
329;34528;41959
330;6534;48589
331;24055;43613
332;4928;28077
333;51549;49572
334;48869;36375
335;7227;41848
336;7861;34774
337;40078;29354
338;12000;52193
339;13681;15565
340;22273;10405
341;12895;52202
342;42509;46318
343;6612;14022
344;38911;16738
345;39908;39541
346;30167;11596
347;16020;25894
348;40519;35923
349;36292;4306
350;21062;22156
351;47840;12640
352;13049;9619
353;49696;31380
354;21556;36939
355;25345;28405
356;47408;27397
357;48140;8750
358;6429;16523
359;5929;41606
360;45377;19033
361;4262;35315
362;34670;31093
363;41125;32724
364;27304;21789
365;33749;44075
366;37480;4625
367;17231;31122
368;26244;30354
369;36886;29937
370;35813;38218
371;21045;32339
372;36578;44976
373;48867;44003
374;25672;13833
375;22390;21302
376;18236;792
377;23351;32257
378;15343;18087
379;37136;20517
380;38666;10209
381;45630;30471
382;50809;49538
383;7674;23430
384;7269;36008
385;44651;52426
386;35597;48134
387;45648;1236
388;46048;33920
389;15415;50760
390;29949;40900
391;18838;49567
392;49195;32742
393;27458;15518
394;29352;47456
395;23664;32632
396;22266;14037
397;49073;18142
398;22818;33653
399;31787;15028
400;8415;44548
401;36623;43408
402;4520;34235
403;20112;23219
404;2389;9353
405;9106;11253
406;38508;32095
407;28616;21540
408;50342;31990
409;43707;12726
410;25331;48917
411;24075;7546
412;31562;29528
413;5776;36537
414;36173;30997
415;19920;15998
416;38013;14632
417;4594;7216
418;53917;45455
419;18926;14801
420;3214;8270
421;35304;47894
422;38654;34454
423;26883;16886
424;25761;45438
425;30888;30888
426;8767;18535
427;18479;49513
428;1993;46567
429;24356;36636
430;17780;42839
431;3981;36136
432;29692;45077
433;8480;31171
434;5881;29529
435;2659;19484
436;43737;29919
437;19480;3860
438;49555;52306
439;3785;18439
440;4005;47388
441;46324;33391
442;15705;6939
443;21177;39364
444;24809;49335
445;38013;52552
446;25460;8625
447;43500;49575
448;7944;13186
449;10363;10229
450;35775;33895
451;30838;48059
452;36959;14042
453;38962;21598
454;1495;28610
455;17840;41963
456;3836;31517
457;35612;3979
458;21136;42500
459;49720;20517
460;44857;2823
461;49685;47825
462;44558;14495
463;26546;6755
464;52684;31694
465;11470;17338
466;1080;7499
467;52694;22094
468;45682;45796
469;7668;29889
470;21505;1302
471;53946;21664
472;53007;47336
473;46177;24619
474;14876;54122
475;8015;18749
476;34933;45854
477;1759;28136
478;23989;15844
479;3922;1731
480;38936;43488
481;31656;50925
482;46773;39315
483;35533;22650
484;43375;35333
485;34876;29820
486;1050;54114
487;18600;15537
488;38876;8157
489;12550;31154
490;32499;24243
491;47886;13027
492;37332;34115
493;27707;2748
494;10427;33045
495;39425;49247
496;20811;25743
497;7588;5541
498;14032;32062
499;20409;21910
500;45357;970
501;45901;47679
502;48527;4802
503;50879;35104
504;31153;27083
505;14184;11230
506;8707;46931
507;45935;10143
508;45911;29195
509;37060;29866
510;2009;36672
511;26045;20975
512;36755;41296
513;30217;12934
514;46325;5928
515;29326;22115
516;13587;10157
517;12163;27980
518;2770;31595
519;39752;2632
520;42432;31950
521;1648;11319
522;33507;45498
523;50335;31322
524;29218;11813
525;33753;41673
526;43206;39616
527;45923;15882
528;2137;1992
529;52562;48648
530;53447;18864
531;33754;2106
532;24631;19280
533;25358;15264
534;24472;46141
535;30921;30438
536;47276;33983
537;53172;36808
538;18418;29711
539;26240;24025
540;51477;13000
541;33025;3134
542;7268;2257
543;33686;40888
544;29932;9923
545;34773;52069
546;10814;50988
547;13900;6510
548;13537;2395
549;43661;10201
550;1582;4325
551;9369;51319
552;29451;15339
553;20761;17648
554;48025;11790
555;30346;8470
556;34835;30632
557;1592;49178
558;15312;9126
559;23063;52109
560;22007;41092
561;43072;25167
562;36506;27439
563;28584;29755
564;23303;16671
565;39841;9995
566;3778;22090
567;14552;8587
568;826;28455
569;13222;36467
570;47606;26180
571;6348;6905
572;46402;11178
573;21404;322
574;37946;20577
575;50333;17540
576;25633;11655
577;30874;46650
578;5716;21576
579;956;17533
580;10461;29867
581;34755;46149
582;42353;2690
583;51641;21277
584;25529;29473
585;39018;52703
586;21079;7465
587;33594;41784
588;19823;11464
589;18658;25766
590;35711;2294
591;27645;32866
592;28261;49403
593;32600;24095
594;16439;960
595;27938;40003
596;35581;771
597;20748;19009
598;16905;5766
599;34701;46952
600;46849;44111
601;14905;38325
602;25085;18038
603;16154;852
604;46617;17939
605;13044;49994
606;26443;34321
607;45354;31609
608;45020;45752
609;19350;10852
610;53591;46760
611;13873;17488
612;24290;33720
613;13270;20987
614;45344;50881
615;2755;13193
616;52500;29563
617;9688;18574
618;30878;3619
619;48477;8560
620;28541;5071
